1,GAACT714845933,7155143
2,GAACT714845934,7155143
3,GAACT714845935,7154996
4,GAACT714845936,7155143
5,GAACT714845938,7157846
6,GAACT714845939,7154996
7,GAACT714845941,7157846
8,GAACT714845942,7155143
9,GAACT714845943,7154996
10,GAACT714845944,7157846
